electronics,10137,4322673.44
appliances,1811,290484.28
computers,726,318153.26
construction,210,22332.27
auto,195,21737.78
furniture,177,33563.33
apparel,137,10612.55
kids,128,17983.99
accessories,40,2051.36
sport,25,6936.73
medicine,10,452.07
stationery,4,37.22
country_yard,4,583.92
